Rank,Title,Username,Rating,Score,Performance,Team
1489,,dark_soul2007,1209,0,1206,
1490,,Caleb_Quintana,1205,0,,
1491,,ISaac_1404,1205,0,,
1492,,SimonPerezR,1203,0,,
1493,,JJCF_HN,1200,0,,
1494,,Aruiz,1792,0,1200,
1495,,enniofabri_diaz8,1721,0,1199,
1496,,Nelson_Mojica,1198,0,,
1497,,SEACZ,1206,0,1193,
1498,,Jjerazo,1190,0,,
1499,,valengusberti,1189,0,,
1500,,Mane_Guzman_9,1189,0,,
1501,,Alquimia13,1188,0,,
1502,,RicardoGabrielOL-7,1188,0,,
1503,,Churrox,1185,0,,
1504,,JorgeMiguel01,1185,0,,
1505,,ErikAbdiel,1184,0,,
1506,,Gaelgrc,1182,0,,
1507,,edson3191,1180,0,,
1508,,Feliipx,1179,0,,
1509,,acierto11,1179,0,,
1510,,ManelSM,1177,0,,
1511,,Gerson1809,1174,0,,
1512,,LuisCabana,1173,0,,
1513,,SedHed_YR,1173,0,,
1514,,Sofiode,1171,0,,
1515,,MaxChappaz,1170,0,,
1516,,aleconva,1170,0,,
1517,,Benjalvarez2102,1169,0,,
1518,,Muri4K,1169,0,,
1519,,Amaro__97,1166,0,,
1520,,nicolas-look45,1165,0,,
1521,,kevinramirezzz,1162,0,,
1522,,Sebastiansanvi26,1159,0,,
1523,,Matirov123,1154,0,,
1524,,Pcklumpe,1216,0,1151,
1525,,maximinuzzo,1147,0,,
1526,,rixmen,1144,0,,
1527,,BASTERRECHEA,1143,0,,
1528,,undertaker9,1143,0,,
1529,,samug91,1141,0,,
1530,,JesusGamePlays14,1141,0,,
1531,,anibal56,1134,0,,
1532,,Taiako,1133,0,,
1533,,Edwinbuapo,1132,0,,
1534,,alexsugimoto7,1126,0,,
1535,,Chessgreen4,1126,0,,
1536,,Aaron989898989898,1125,0,,
1537,,Kufax0K,1125,0,,
1538,,j1c12OO5,1122,0,,
1539,,dudugb,1120,0,,
1540,,Cardavmp,1120,0,,
1541,,rkaiserm,1118,0,,
1542,,Juan3coma14,1118,0,,
1543,,Dufarama4k,1117,0,,
1544,,VargasMatias3A,1113,0,,
1545,,jaime_redon,1113,0,,
1546,,Mikeyross,1112,0,,
1547,,juan0510,1769,0,1112,
1548,,CaptainDWall,1721,0,1111,
1549,,Shaguilon,1513,0,1110,
1550,,Elmastercrack24,1109,0,,
1551,,Morfeo_Li,1106,0,,
1552,,alexisvelasquezu,1575,0,1106,
1553,,over48,1105,0,,
1554,,RoyalFortune,1101,0,,
1555,,Santo_Deathstroke,896,0,1101,
1556,,Juan_Felipe_Paez_R,1099,0,,
1557,,GiioVannii,1097,0,,
1558,,jonxalo,1095,0,,
1559,,THROR11022000,1091,0,,
1560,,Dylan_Ocampo_L,1089,0,,
1561,,andrew03,1089,0,,
1562,,ALEXRR10,1089,0,,
1563,,Alexhipno,1087,0,,
1564,,ricardomoralesChess,1087,0,,
1565,,ManuPuey03,1087,0,,
1566,,carraslf,1085,0,,
1567,,albertochamorro01,1082,0,,
1568,,Josemiman,1081,0,,
1569,,Shup1,1079,0,,
1570,,SerpoheR,1075,0,,
1571,,Dmun295,1070,0,,
1572,,DiegoAguijon,1652,0,1070,
1573,,Camilo_10,1242,0,1066,
1574,,Nachonahuel,1066,0,,
1575,,JavierCabey,1064,0,,
1576,,Ferdex03,1144,0,1064,
1577,,larrykpija,1063,0,,
1578,,Polo_Torres,1058,0,,
1579,,Diego1333,1298,0,1056,
1580,,Alexiscsx,1055,0,,
1581,,Fhaker,1054,0,,
1582,,AE-Speedcuber,1051,0,,
1583,,Alvarez_41,1050,0,,
1584,,elcellistamisterioso,1049,0,,
1585,,MiguelAMR,1048,0,,
1586,,JoseTap,1047,0,,
1587,,Seleleca,1041,0,,
1588,,jesusfco55,1038,0,,
1589,,FlowerBoy911,1037,0,,
1590,,francis210,1461,0,1037,
1591,,Tomas_badia11,1036,0,,
1592,,MQVapolonyland,1034,0,,
1593,,gaelinho,1518,0,1034,
1594,,yavar01,1029,0,,
1595,,facuducho1,1026,0,,
1596,,Lerdi2004,1023,0,,
1597,,VTHugo,1178,0,1020,
1598,,RickyvelascoGM,1019,0,,
1599,,Mr_Rancio,1018,0,,
1600,,manuuu011,1017,0,,
1601,,Joselito412847,1015,0,,
1602,,invictushater,1012,0,,
1603,,MystikalARG,1012,0,,
1604,,FelipePotter,992,0,1007,
1605,,Joaquinxd,1005,0,,
1606,,jbriceno92,1003,0,,
1607,,JuniorC137,1003,0,,
1608,,B61142870ANGEL,1947,0,1000,
1609,,LeaoMS,1418,0,1000,
1610,,Obed_009,1591,0,1000,
1611,,jvcas,1258,0,1000,
1612,,Ale8a04,999,0,,
1613,,siniestro1996,1454,0,999,
1614,,martinfanluison,982,0,993,
1615,,Dokgo98,1274,0,990,
1616,,Santiago_180,989,0,,
1617,,RETE,988,0,,
1618,,Josif_a_La_Firme,982,0,,
1619,,Eldoctor10,982,0,,
1620,,Alexchess_Elite,979,0,,
1621,,Roadto2000elo1,976,0,,
1622,,RoisPablo,972,0,973,
1623,,racerodidier,971,0,,
1624,,joshua25xd,968,0,,
1625,,Ael4pnn,928,0,959,
1626,,Euge4228,1476,0,950,
1627,,AngelGV02,948,0,,
1628,,sierrradoritoss,947,0,,
1629,,LenardTHEGamer,1016,0,945,
1630,,Jose-Fischer,944,0,,
1631,,SamuelHernandez4C,1013,0,941,
1632,,mgigena,937,0,,
1633,,EmanuelOrozco2008,935,0,,
1634,,ERNESIO17,1105,0,935,
1635,,Malandrini,925,0,,
1636,,teacherbaker,831,0,924,
1637,,SantiagoBengoa,922,0,,
1638,,DiegoAviator,918,0,,
1639,,C551070,917,0,,
1640,,jesuskappa,1598,0,916,
1641,,juanmacg14,912,0,,
1642,,VivancoPR,908,0,,
1643,,Dsteban34r5,906,0,,
1644,,TorresAlva,1132,0,894,
1645,,Carlomagno1,891,0,,
1646,,JAVIERM_BSMalaga,891,0,,
1647,,gastonjaimez,889,0,,
1648,,Weichafe_5676,884,0,,
1649,,angelote1971,880,0,,
1650,,gjgoni,1115,0,874,
1651,,Paolo9,1361,0,872,
1652,,SebastianZamora_UTP,1398,0,869,
1653,,AlonsoABAB,867,0,,
1654,,Orejon1609,1220,0,862,
1655,,Dvegac11,1172,0,861,
1656,,PepeArias,1326,0,858,
1657,,edubaltica,1348,0,853,
1658,,andres_1999,843,0,,
1659,,fabiancarlos12,1579,0,841,
1660,,FernaLeon,835,0,,
1661,,Faz4Mariio_15,834,0,,
1662,,alejosamy_yt,830,0,,
1663,,rafestev,1188,0,821,
1664,,Alejo_Ruiz-4C,1124,0,817,
1665,,STEPHANO_13,1470,0,804,
1666,,gsaguier44,800,0,,
1667,,JordiCV,1251,0,791,
1668,,HaroldoKz,717,0,790,
1669,,ValeVelasquez4D,1280,0,789,
1670,,harolitogamer,920,0,789,
1671,,luis_Ghost,783,0,,
1672,,Felipe357,782,0,,
1673,,Txuscu,915,0,773,
1674,,IvanCalero,1041,0,732,
1675,,ferdlf,775,0,720,
1676,,SNIP0CX,1106,0,717,
1677,,QXIASSMA,709,0,,
1678,,Burocratadelkaos,708,0,,
1679,,cesar_paredes,1046,0,707,
1680,,Cesar19A34,1155,0,683,
1681,,alansebastian_2009,1010,0,674,
1682,,marcognzalz,1101,0,671,
1683,,Perhi,1324,0,666,
1684,,nnieto839,623,0,665,
1685,,supermontenegro2011,825,0,662,
1686,,MattiasCasasMendoza,816,0,659,
1687,,xPabloo,647,0,,
1688,,ornella23,949,0,621,
1689,,Matt_Cortez123,1078,0,549,
1690,,mavi666,702,0,538,
1691,,ajedrezchessm,962,0,526,
1692,,JuanBengolea,930,0,522,
1693,,godifen,842,0,483,
1694,,Jesus_David_Fonseca,998,0,437,
1695,,lolpiedra,958,0,401,
1696,,AdolfoCatral,828,0,288,
